source,lun_bawang,english,type
kemaloh_lundayeh_dictionary,mefisang,has a harelip,word
kemaloh_lundayeh_dictionary,mefisang,has a tear in the ear or nose,definition
kemaloh_lundayeh_dictionary,fisiit,smearing with a light touch,definition
kemaloh_lundayeh_dictionary,ngisiit,smear on with light touch,definition
kemaloh_lundayeh_dictionary,misiit,smear on with light touch,definition
kemaloh_lundayeh_dictionary,mefisiit,"going to get touched or smeared with something you do not like, such as oil, grease, mud, etc",definition
kemaloh_lundayeh_dictionary,nefisiit,smeared with something accidentally,definition
kemaloh_lundayeh_dictionary,Nefisiit ku burii kasut kinih.,My shoes got smeared with mud.,sentence
kemaloh_lundayeh_dictionary,fisin,fashion,word
kemaloh_lundayeh_dictionary,Fisin beruh kuyu' luk bilii nidih.,The shirt which he bought is a new fashion.,sentence
kemaloh_lundayeh_dictionary,fisud,planed or filed a plank,definition
kemaloh_lundayeh_dictionary,fisuden,will plane or file a plank,definition
kemaloh_lundayeh_dictionary,fisut,someone walked through,definition
kemaloh_lundayeh_dictionary,fisut,"was pierced, penetrated by someone or something",definition
kemaloh_lundayeh_dictionary,fisuya',ask someone to sell something,definition
kemaloh_lundayeh_dictionary,fisuyen,will sell,word
kemaloh_lundayeh_dictionary,fitaa,the fataa was worn by someone,definition
kemaloh_lundayeh_dictionary,fitad,separated by someone,definition
kemaloh_lundayeh_dictionary,fitan,a port,word
kemaloh_lundayeh_dictionary,fitan kafal,a seaport,word
kemaloh_lundayeh_dictionary,fitan ruma',a relative's house where one spends a night while on a trip or journey,definition
kemaloh_lundayeh_dictionary,fitar,watched over or guarded by someone,definition
kemaloh_lundayeh_dictionary,finatar,watched over or guarded by someone,definition
kemaloh_lundayeh_dictionary,fitar,intelligence,word
kemaloh_lundayeh_dictionary,mefitar,smart,word
kemaloh_lundayeh_dictionary,fitari',ask someone to watch over or guard something,definition
kemaloh_lundayeh_dictionary,fitarin,will be guarded or watched over,definition
kemaloh_lundayeh_dictionary,fitaya',ask someone to kill an animal which is here,definition
kemaloh_lundayeh_dictionary,fitaya',ask someone to murder a person who is here,definition
kemaloh_lundayeh_dictionary,fitaya',ask someone to put out a fire which is here,definition
kemaloh_lundayeh_dictionary,fitayen,will kill or murder,definition
kemaloh_lundayeh_dictionary,fitayuh,ask someone to kill an animal which is there,definition
kemaloh_lundayeh_dictionary,fitayuh,ask someone to murder a person who is there,definition
kemaloh_lundayeh_dictionary,fitayuh,ask someone to put out a fire which is there,definition
kemaloh_lundayeh_dictionary,fiteb,honesty,word
kemaloh_lundayeh_dictionary,miteb,"straight (as in behaviour), adhere to, follow",definition
kemaloh_lundayeh_dictionary,Iko isuut ret arang muyuh wa' nganak em iko teh luk ruen miteb.,You are the youngest in the family yet rest of the children follow you.,sentence
kemaloh_lundayeh_dictionary,mefiteb,"obedient, adhering to rules or regulations",definition
kemaloh_lundayeh_dictionary,mefiteb niat,obedient,word
kemaloh_lundayeh_dictionary,mefiteb niat,holy,word
kemaloh_lundayeh_dictionary,mefiteb niat,religious,word
kemaloh_lundayeh_dictionary,fitin,will pick up using tweezers,definition
kemaloh_lundayeh_dictionary,fitua',order someone to request something from another person (who is here),definition
kemaloh_lundayeh_dictionary,fituen,will request,word
kemaloh_lundayeh_dictionary,fitula',tell someone to break a long object,definition
kemaloh_lundayeh_dictionary,fitulen,will break a long object into small parts,definition
kemaloh_lundayeh_dictionary,fitun,"ask questions, inquire or discuss among themselves",definition
kemaloh_lundayeh_dictionary,fituta',ask someone to break a string or cord,definition
kemaloh_lundayeh_dictionary,fituta',ask someone to scare off another person,definition
kemaloh_lundayeh_dictionary,fituten,will break a string or cord,definition
kemaloh_lundayeh_dictionary,fituten,will scare off someone,definition
kemaloh_lundayeh_dictionary,fituu,order someone to request a thing from another person (who is there),definition
kemaloh_lundayeh_dictionary,fiud,dribbling of the ball among the players in soccer game,definition
kemaloh_lundayeh_dictionary,fiuk,a smooth object used to clean a foreign object from the eye,definition
kemaloh_lundayeh_dictionary,miuk,use a smooth object to clean the eye,definition
kemaloh_lundayeh_dictionary,miuk,remove a foreign object from the eye,definition
kemaloh_lundayeh_dictionary,miuk mateh,remove a foreign object from the eye,definition
kemaloh_lundayeh_dictionary,finiuk,eye was cleared of a foreign object by someone,definition
kemaloh_lundayeh_dictionary,fiun,opium,word
kemaloh_lundayeh_dictionary,foog,very thick bush or jungle,word
kemaloh_lundayeh_dictionary,mefoog,"a hillside covered with thick brush, full",definition
kemaloh_lundayeh_dictionary,meseraber,"very blurred, indistinct",definition
kemaloh_lundayeh_dictionary,meserey,having a broken sound (flute or gong),definition
kemaloh_lundayeh_dictionary,mesero,has a broken voice (person has a sore throat),definition
kemaloh_lundayeh_dictionary,mesia',red,word
kemaloh_lundayeh_dictionary,"Mesia', Pa'","a tributary of the Lutut River, Kecamatan Krayan, KALTIM",definition
kemaloh_lundayeh_dictionary,mesiab,light reflects on wavy water,definition
kemaloh_lundayeh_dictionary,mesibar,torn into small strips,definition
kemaloh_lundayeh_dictionary,mesidab,glitters; reflects light from tin or glass,definition
kemaloh_lundayeh_dictionary,mesidak,"shiny, reflects light from a glossy surface",definition
kemaloh_lundayeh_dictionary,mesido',show off,definition
kemaloh_lundayeh_dictionary,mefiger,show off,definition
kemaloh_lundayeh_dictionary,mesiduk,will be kicked with the tip of the toes,definition
kemaloh_lundayeh_dictionary,mesiduk,able to kick with the tip of the toes,definition
kemaloh_lundayeh_dictionary,mesieb,flowing continuously,word
kemaloh_lundayeh_dictionary,mesiel,have something round and moveable under the skin,definition
kemaloh_lundayeh_dictionary,mesiem,having lips tightly closed,definition
kemaloh_lundayeh_dictionary,mesiep,condition of the mouth where one corner is lower than other,definition
kemaloh_lundayeh_dictionary,mesier,can be seen,definition
kemaloh_lundayeh_dictionary,mesier,able to see something,definition
kemaloh_lundayeh_dictionary,mesikuna',has an uneven surface,definition
kemaloh_lundayeh_dictionary,mesileng,cross-eyed,word
kemaloh_lundayeh_dictionary,mesilo,glaring,word
kemaloh_lundayeh_dictionary,mesimu',very careful in doing or holding,definition
kemaloh_lundayeh_dictionary,mesingap,having a spasm after a cry,definition
kemaloh_lundayeh_dictionary,mesingub,an echoing sound of thunder,definition
kemaloh_lundayeh_dictionary,mesinut,long-handed,word
kemaloh_lundayeh_dictionary,mesinut,a person who likes to disturb or steal other people's belongings,definition
kemaloh_lundayeh_dictionary,mesiob,disturbance on the surface of water,definition
kemaloh_lundayeh_dictionary,mesip,narrow,word
kemaloh_lundayeh_dictionary,mesip,crowded,word
kemaloh_lundayeh_dictionary,mesip,not,definition
kemaloh_lundayeh_dictionary,mesirii,vertical,word
kemaloh_lundayeh_dictionary,mesirii,standing straight,word
kemaloh_lundayeh_dictionary,mesirii niat,"righteous, honest",definition
kemaloh_lundayeh_dictionary,muned niat,"righteous, honest",definition
kemaloh_lundayeh_dictionary,mesiruu,straight,word
kemaloh_lundayeh_dictionary,mesisid,can be moved or shifted,definition
kemaloh_lundayeh_dictionary,mesiut,able to catch fish with a siut,definition
kemaloh_lundayeh_dictionary,mesob,the distant sound of feet walking or running in a river or sea,definition
kemaloh_lundayeh_dictionary,mesok,making the sound of air escaping when feet are dipped repeatedly in mud,definition
kemaloh_lundayeh_dictionary,mesoob,flooded,word
kemaloh_lundayeh_dictionary,mesoong,"have a hole in a wall, floor or sheet",definition
kemaloh_lundayeh_dictionary,mesoor,glitters when shone with light (like the eye of an animal),definition
kemaloh_lundayeh_dictionary,mesua',very fussy; changing the mind,definition
kemaloh_lundayeh_dictionary,mula' isu' felabaa sua',very fussy; changing the mind,definition
kemaloh_lundayeh_dictionary,mesud,plane a plank with a file or plane,definition
kemaloh_lundayeh_dictionary,mesuel,indecisive,word
kemaloh_lundayeh_dictionary,mesuet,able to put in or go in,definition
kemaloh_lundayeh_dictionary,mesuet,can be put in or gone into,definition
kemaloh_lundayeh_dictionary,mesukii taang,talks too much,word
kemaloh_lundayeh_dictionary,mesukii taang,talks nonsense,word
kemaloh_lundayeh_dictionary,mesukii taang,talkative,word
kemaloh_lundayeh_dictionary,mesukol,"satisfied, have enough of something",definition
kemaloh_lundayeh_dictionary,mesulang,is weak or ineffective,definition
kemaloh_lundayeh_dictionary,Mesulob,"a village in Sipitang District, Sabah",definition
kemaloh_lundayeh_dictionary,mesusa',"hard, difficult",definition
kemaloh_lundayeh_dictionary,mula' isu',"hard, difficult",definition
kemaloh_lundayeh_dictionary,mesusa' niat,"sad, miserable",word
kemaloh_lundayeh_dictionary,mesusa' niat,sorry,word
kemaloh_lundayeh_dictionary,mesusa' niat,worry,word
kemaloh_lundayeh_dictionary,mesusak,have a blunt end,definition
kemaloh_lundayeh_dictionary,mesuso,wasteful,word
kemaloh_lundayeh_dictionary,mesusui,slip on mud,definition
kemaloh_lundayeh_dictionary,mebesusui,slip on mud,definition
kemaloh_lundayeh_dictionary,mesusui,able to massage someone with the foot,definition
kemaloh_lundayeh_dictionary,mesut,"make a hole in something, pierce",definition
kemaloh_lundayeh_dictionary,mesuu,open a dam to let water flow out or down river,definition
kemaloh_lundayeh_dictionary,mesuyud,swaying (like an unstable house),definition
kemaloh_lundayeh_dictionary,met,see meit,redirect
kemaloh_lundayeh_dictionary,metabang,a trail cleared from being used by many people,definition
kemaloh_lundayeh_dictionary,metabaya',see metebaya',redirect
kemaloh_lundayeh_dictionary,metabpa',can be wounded by thorns,definition
kemaloh_lundayeh_dictionary,metabpa',thorny,word
kemaloh_lundayeh_dictionary,metabpaa,able to tear down,word
kemaloh_lundayeh_dictionary,metabpaa,able to be dismantled,word
kemaloh_lundayeh_dictionary,metabpak,see metebpek,redirect
kemaloh_lundayeh_dictionary,metadem,sharp,word
kemaloh_lundayeh_dictionary,metadib,a slanted cut,definition
kemaloh_lundayeh_dictionary,metaduk,ahead of the others in a race,definition
kemaloh_lundayeh_dictionary,metadung,a crested bird,definition
kemaloh_lundayeh_dictionary,metadur,able to walk across,word
kemaloh_lundayeh_dictionary,metafii,"flat, like hair combed towards the back while still wet or when grass is flat on the ground when blown by strong wind",definition
kemaloh_lundayeh_dictionary,metagaa,beautiful; handsome; strong,word
kemaloh_lundayeh_dictionary,metagey,able to make planks with an adze,definition
kemaloh_lundayeh_dictionary,metagking,see metegking,redirect
kemaloh_lundayeh_dictionary,metakaa,"able to untie, open, loosen",definition
kemaloh_lundayeh_dictionary,metakaa,"can be untied, opened, loosened",definition
kemaloh_lundayeh_dictionary,metakaring,see metekering,redirect
kemaloh_lundayeh_dictionary,metakiai,see metekiai,redirect
kemaloh_lundayeh_dictionary,metaking,not the same length or size,definition
kemaloh_lundayeh_dictionary,metaking,not balanced,definition
kemaloh_lundayeh_dictionary,metaking,handle something in an awkward way,definition
kemaloh_lundayeh_dictionary,metakul,see metekul,redirect
kemaloh_lundayeh_dictionary,metakura',see metekura',redirect
kemaloh_lundayeh_dictionary,metakuyu,see metekuyu,redirect
kemaloh_lundayeh_dictionary,metalaa',can be thrown away,definition
kemaloh_lundayeh_dictionary,metalaa',able to throw away,definition
kemaloh_lundayeh_dictionary,metalang,tasteless,word
kemaloh_lundayeh_dictionary,metalang niat,spiritless,word
kemaloh_lundayeh_dictionary,metalang niat,discouraged,word
kemaloh_lundayeh_dictionary,metanem,able to bury,word
kemaloh_lundayeh_dictionary,metangal,able to cut into halves,definition
kemaloh_lundayeh_dictionary,metanged,see metenged,redirect
kemaloh_lundayeh_dictionary,metaraa,hardened,word
kemaloh_lundayeh_dictionary,metaraa niat,hard-hearted; stubborn,definition
kemaloh_lundayeh_dictionary,metaraa niat,mature (fruit),word
kemaloh_lundayeh_dictionary,metarii,can be measured,definition
kemaloh_lundayeh_dictionary,metaru',[B. K.] can be done or made,definition
kemaloh_lundayeh_dictionary,meteu' or meketeu',[B. K.] can be done or made,definition
kemaloh_lundayeh_dictionary,metata,can be put out (fire),definition
kemaloh_lundayeh_dictionary,metataa,can be broken apart,definition
kemaloh_lundayeh_dictionary,metataa,able to dismantle,definition
kemaloh_lundayeh_dictionary,metatak,able to make a notch,definition
kemaloh_lundayeh_dictionary,metatak,has steps,definition
kemaloh_lundayeh_dictionary,metatam,see metetem,redirect
kemaloh_lundayeh_dictionary,metatang,can be straightened out,definition
kemaloh_lundayeh_dictionary,metatang,stretchable,word
kemaloh_lundayeh_dictionary,metatau,confused,word
kemaloh_lundayeh_dictionary,metau,see meteu',redirect
kemaloh_lundayeh_dictionary,metaut,see metoot,redirect
kemaloh_lundayeh_dictionary,metayan,can be dragged or pulled (buffalo),definition
kemaloh_lundayeh_dictionary,metayan niat,attracted by,word
kemaloh_lundayeh_dictionary,metebaya',get a bad name when a friend or relative is involved in something bad,definition
kemaloh_lundayeh_dictionary,metebaya',being influenced by another person,definition
kemaloh_lundayeh_dictionary,metebeceng,will trip,word
kemaloh_lundayeh_dictionary,metebelen,rough (sea),word
kemaloh_lundayeh_dictionary,metebelen,roaring (fire),word
kemaloh_lundayeh_dictionary,metebinal,have red spots on the skin from ant bites,definition
kemaloh_lundayeh_dictionary,metebirar,yellowish,word
kemaloh_lundayeh_dictionary,metebpek,pierced or hurt with a pointed object,definition
kemaloh_lundayeh_dictionary,metebpii taang,having one corner of the mouth lower than the other,definition
kemaloh_lundayeh_dictionary,metebuyor,somewhat long,word
kemaloh_lundayeh_dictionary,metebuyot,hanging down a bit (basket load on the back),definition
kemaloh_lundayeh_dictionary,meteduyung,pushed over by accident,definition
kemaloh_lundayeh_dictionary,tufed,to stand up,word
kemaloh_lundayeh_dictionary,tufed,was erected,word
kemaloh_lundayeh_dictionary,netufed,stood up,word
kemaloh_lundayeh_dictionary,netufed,stood for an election,word
kemaloh_lundayeh_dictionary,metefed,able to stand up,word
kemaloh_lundayeh_dictionary,finufed,the material used to construct a building,definition
kemaloh_lundayeh_dictionary,Kayuh retnan amug neh lafen finufed ruma' dih.,The wood from the secondary jungle will be taken to construct the house.,sentence
kemaloh_lundayeh_dictionary,tefeh,the pounding of,definition
kemaloh_lundayeh_dictionary,Do'-do' tefeh muh fadey dih ko'!,Please do the pounding of the rice nicely!,sentence
kemaloh_lundayeh_dictionary,nefeh,pound something,word
kemaloh_lundayeh_dictionary,"Lawey eme' tunge', nangan negkuh nefeh fadey luk bang buan nih iko.","Please come here, you help me pound the padi grains which are in the buan.",sentence
kemaloh_lundayeh_dictionary,tifeh,the rice or thing was pounded by someone,definition
kemaloh_lundayeh_dictionary,Tifeh idey fadey luk bang buan dih?,Who pounded the rice in the buan?,sentence
kemaloh_lundayeh_dictionary,tefen,will pound,word
kemaloh_lundayeh_dictionary,Tefen muh fadey luk bang buan dih ko'.,Will you please pound the rice which is in the buan.,sentence
kemaloh_lundayeh_dictionary,tufeh,is pounding something,definition
kemaloh_lundayeh_dictionary,Idey luk tufeh fadey neh?,Who is that person pounding the padi?,sentence
kemaloh_lundayeh_dictionary,netufeh,pounded,word
kemaloh_lundayeh_dictionary,Idey netufeh bang yung kinih?,Who pounded in my yung?,sentence
kemaloh_lundayeh_dictionary,nenefeh,someone pounded something,definition
kemaloh_lundayeh_dictionary,Idey nenefeh fadey luk bang buan dih?,Who has pounded the rice in the buan?,sentence
kemaloh_lundayeh_dictionary,tefek,a drip,word
kemaloh_lundayeh_dictionary,nefek,drip water onto something,definition
kemaloh_lundayeh_dictionary,tifek,water was dripped on something,definition
kemaloh_lundayeh_dictionary,nenefek,someone let a liquid drip,definition
kemaloh_lundayeh_dictionary,temefek,something dripping,definition
kemaloh_lundayeh_dictionary,So dara' temefek retnan urat tarad mineh.,Look at the blood dripping from your cut.,sentence
kemaloh_lundayeh_dictionary,netemefek,dripped,word
kemaloh_lundayeh_dictionary,Netemefek ine' nan bangar dara' urat kukud kuh.,Blood from the cut in my leg dripped on to the floor.,sentence
kemaloh_lundayeh_dictionary,tefekin,will be nailed,word
kemaloh_lundayeh_dictionary,tefelik badan,a variety of tree,word
kemaloh_lundayeh_dictionary,tefiai,sit with crossed legs in a reclining position,definition
kemaloh_lundayeh_dictionary,tefigkir-tefigkir,shake something off from the hand,definition
kemaloh_lundayeh_dictionary,tefileng,wood or bamboo in an oval shape hung in the padi field to scare away birds,definition
kemaloh_lundayeh_dictionary,tefin,a napkin,word
kemaloh_lundayeh_dictionary,nefin,put a napkin on an infant,definition
kemaloh_lundayeh_dictionary,tifin,a napkin was put on,definition
kemaloh_lundayeh_dictionary,finfin,the sheet used as a napkin,definition
kemaloh_lundayeh_dictionary,tefin,pinning someone with the leg,definition
kemaloh_lundayeh_dictionary,ritefin,pin someone down by stepping on him,definition
kemaloh_lundayeh_dictionary,tefuduk,a variety of tree with bark used for making the bark barrel (kelimeng),definition
kemaloh_lundayeh_dictionary,tefudung,a tree with fruit often eaten by wild boar; the boar's intestine often smells like this fruit,definition
kemaloh_lundayeh_dictionary,tefulong,an earring made of animal teeth worn by men in upper part of the ear,definition
kemaloh_lundayeh_dictionary,tefun,"grandparent, ancestor",word
kemaloh_lundayeh_dictionary,tefun decur,grandmother,word
kemaloh_lundayeh_dictionary,tefun delei,grandfather,word
kemaloh_lundayeh_dictionary,tefun moon,ancestor,word
kemaloh_lundayeh_dictionary,efu',"term of address by siblings to the grandfather or grandmother, i.e., Efu' Ruab, Efu' Rining, Efu' Rikan, Efu' Dayang",definition
kemaloh_lundayeh_dictionary,iefu',my grandparent,word
kemaloh_lundayeh_dictionary,yefu',my grandparent,word
kemaloh_lundayeh_dictionary,iEfu' kuan rukud neh.,That walking stick belongs to my grandparent.,sentence
kemaloh_lundayeh_dictionary,ngefu',address someone as grandparent,definition
kemaloh_lundayeh_dictionary,"Ngefu' uwi ni Manang neh, ngecekuh anak neh taman kuh.","I call Manang grandfather, because his son is my father.",sentence
kemaloh_lundayeh_dictionary,nengefu',addressed someone as grandfather or grandmother,definition
kemaloh_lundayeh_dictionary,kei getefuh,"we, my grandson/grand daughter and I",definition
kemaloh_lundayeh_dictionary,dengetefuh,grandfather or grandmother and grandchild,definition
kemaloh_lundayeh_dictionary,Dengetefuh iAting didueh iFaru' neh.,Ating and Faru' are grandfather and grandson.,sentence
kemaloh_lundayeh_dictionary,mengetefuh,your grandchild and you or your grandfather,definition
kemaloh_lundayeh_dictionary,nemengetefuh,to you or with you and your grandchild,definition
kemaloh_lundayeh_dictionary,dingetefuh,"they, them (grandfather and grandchild)",definition
kemaloh_lundayeh_dictionary,nedingetefuh,with them (grandparent and grandchild),definition
kemaloh_lundayeh_dictionary,tefuyot,hanging on something,definition
kemaloh_lundayeh_dictionary,tefuyung,cone or funnel shaped,word
kemaloh_lundayeh_dictionary,teg,the sound of a fired shotgun,definition
kemaloh_lundayeh_dictionary,teg fusu',the sound of a heartbeat,definition
kemaloh_lundayeh_dictionary,teg niat,a rapid heart beat due to a scare,definition
kemaloh_lundayeh_dictionary,tegameh,do something fast,word
kemaloh_lundayeh_dictionary,teganang,lifted,word
kemaloh_lundayeh_dictionary,tegaraa',sticking out in many numbers,definition
kemaloh_lundayeh_dictionary,tegelitem,grit the teeth (express one's strength),definition
kemaloh_lundayeh_dictionary,tegep,handsomeness,word
kemaloh_lundayeh_dictionary,metegep,look handsome,word
kemaloh_lundayeh_dictionary,tegerasung,hair becomes unruly,definition
kemaloh_lundayeh_dictionary,tegereu',the look of exposed and protruding teeth,definition
kemaloh_lundayeh_dictionary,tegeru' lifen,protruding teeth,word
kemaloh_lundayeh_dictionary,tegerifuu,tell someone to hunch up the body to keep warm,definition
kemaloh_lundayeh_dictionary,tegering,a variety of tree with broad leaves which are used to wrap cooked rice,definition
kemaloh_lundayeh_dictionary,tegerugkup,sitting with legs against the body wrapped with arms when cold,definition
kemaloh_lundayeh_dictionary,tegio,shaking or moving something which is stationary with the hand,definition
kemaloh_lundayeh_dictionary,negio,shake or move something with the hand,definition
kemaloh_lundayeh_dictionary,"Rinai, rua' ngegio iLukas neh.","Rinai, please shake or move Lukas (Lukas is sleeping. The speaker wants Rinai to shake or move Lukas in order to wake him up).",sentence
kemaloh_lundayeh_dictionary,nengegio,someone moved or shook another person using the hand,definition
kemaloh_lundayeh_dictionary,giawen,will be shaken or moved,word
kemaloh_lundayeh_dictionary,giawa',"ask someone to move or shake something, not necessary with the hand",definition
kemaloh_lundayeh_dictionary,netegio,accidentally move someone or something using the hand,definition
kemaloh_lundayeh_dictionary,megio,can be moved,word
kemaloh_lundayeh_dictionary,megio,able to move,word
kemaloh_lundayeh_dictionary,tegkang,see tagkang,redirect
kemaloh_lundayeh_dictionary,tegkeng,"tightness, firmness",word
kemaloh_lundayeh_dictionary,negkeng,tighten (such as a rope),definition
kemaloh_lundayeh_dictionary,tigkeng,tightened by someone,definition
kemaloh_lundayeh_dictionary,metegkeng,"tight, firm",word
kemaloh_lundayeh_dictionary,teging,sticking out straight,definition
kemaloh_lundayeh_dictionary,teging,male erection,word
kemaloh_lundayeh_dictionary,negking,ask someone to straighten something,definition
kemaloh_lundayeh_dictionary,tugking,"stick out, harden, especially referring to male erection",definition
kemaloh_lundayeh_dictionary,netugking,hardened (for long objects only),definition
kemaloh_lundayeh_dictionary,netugking,erected,word
kemaloh_lundayeh_dictionary,netugking luk daat,have an erection,definition
kemaloh_lundayeh_dictionary,netemueh luk daat,have an erection,definition
kemaloh_lundayeh_dictionary,metegking,stiffened or hardened,definition
kemaloh_lundayeh_dictionary,temegking,stiffened or hardened,definition
kemaloh_lundayeh_dictionary,tegko,a long chin,word
kemaloh_lundayeh_dictionary,metegko,has a long chin,word
kemaloh_lundayeh_dictionary,Tegko,a male personal name,definition
kemaloh_lundayeh_dictionary,tegku',chopping off a human head,definition
kemaloh_lundayeh_dictionary,negku',chop off a human head,definition
kemaloh_lundayeh_dictionary,tigku',a head was chopped off by someone,definition
kemaloh_lundayeh_dictionary,tinegku',a head was chopped off by someone,definition
kemaloh_lundayeh_dictionary,tegkur,a stirring or disturbance,word
kemaloh_lundayeh_dictionary,negkur,stir or disturb,word
kemaloh_lundayeh_dictionary,tigkur,stirred or disturbed by someone,definition
kemaloh_lundayeh_dictionary,teguren,will be disturbed or stirred,word
kemaloh_lundayeh_dictionary,finegkur...,a long object used to stir liquid or chase away flies,definition
kemaloh_lundayeh_dictionary,tegumin,will look downward from a higher ground,definition
kemaloh_lundayeh_dictionary,teh,"also, too",word
kemaloh_lundayeh_dictionary,teh,yet,word
kemaloh_lundayeh_dictionary,tei',feces,word
kemaloh_lundayeh_dictionary,tei' gituen,a type of snail found on land whose shells are used as decoration,definition
kemaloh_lundayeh_dictionary,tei' suwiit bueng,a parasitic plant that normally grows on branches of the buyo tree,definition
kemaloh_lundayeh_dictionary,ketei',defecate,word
kemaloh_lundayeh_dictionary,neketei',defecated,word
kemaloh_lundayeh_dictionary,Tei',a male personal name,definition
kemaloh_lundayeh_dictionary,"Tei' Anak, Pa'","a tributary of the Kemaluh River, Krayan Hilir, Kecamatan",definition
kemaloh_lundayeh_dictionary,lusu',changing one's mind many times,definition
kemaloh_lundayeh_dictionary,lusu',doing something without coming to an end,definition
kemaloh_lundayeh_dictionary,lusu',messing up things with the bare hands,definition
kemaloh_lundayeh_dictionary,Felabaa lusu' terawey lei sineh neh leh.,He is always changing his mind.,sentence
kemaloh_lundayeh_dictionary,melusu,always changing one's mind or plan,definition
kemaloh_lundayeh_dictionary,Melusu' feh luk ruen nei em naa luk mangun.,If you don't do something it will never happen.,sentence
kemaloh_lundayeh_dictionary,lusu',mixing or molding something (like mud),definition
kemaloh_lundayeh_dictionary,ngelusu',mix or mold,word
kemaloh_lundayeh_dictionary,linusu',mixed or molded by someone,definition
