source,lun_bawang,english,type
mortensen2021,"“Mebalih iko inih,” keneh. “Kudeng inih peh iko inih Sapi’, ara’-ara’ peh em, mesusa’ teh iko ruen ieca’ Buayeh. Menu muyuh ni Sapi’ inih nengun ni eca’ Buayeh inih lun teluh?” ki Tuk Pelanuk. Perigai’ lek pung-pung beken ungeng.","“You are lying,” he said. “You’re doing this, Cow, refusing, unwilling to let Crocodile eat you. Do you believe that Cow carried Crocodile, all of you?” said Mouse-deer. The other animals fell silent one by one.",sentence
mortensen2021,"“Peh ieh, na lun perigai’ ungeng. Ngelegkan ni Sapi’, eca’ Buayeh. Napeh iko kuman pekop tipan neh. Uih sikel nier, ku metu bala iSapi’ ineh,” ki Tuk Pelanuk ni Buayeh.","“Well, then, don’t all be silent. Release Cow, brother Crocodile. Later you can eat his entire thigh. I want to see whether Cow’s words are true,” said Mouse-deer to Crocodile.",sentence
mortensen2021,"Mawang neh lek niat iBuayeh ninger bala iTuk Pelanuk ineh ni Sapi’ ineh. Peh ieh, ligkan iBuayeh neh lek iSapi’ ineh. Enun, siren peh lek urat tipan iSapi’ ineh em, telika tinapek ku tebpa’ liled teh lek ineh, bagas kitep iBu-","Crocodile was delighted to hear Mouse-deer’s words to Cow. And so, then, Crocodile released Cow. The wound in Cow’s thigh looked as though a liled thorn had been driven into it where Crocodile had bitten him.",sentence
mortensen2021,"“Kudeng inih ieh, eca’ Buayeh. Buri’ iSapi’ ina peh em, inau’ neh ngun iko, kan?” ki Tuk Pelanuk.","“How about this, brother Crocodile. Cow said just now that he carried you, right?” said Mousedeer.",sentence
mortensen2021,"“Éé! Metu,” ki Buayeh.",“Yes! True!” said Crocodile.,sentence
mortensen2021,"“Neh, Sapi’, kudeng apeh un muh ni eca’ Buayeh ina?” ki Tuk Pelanuk ni Sapi’.","“Okay, Cow, how did you carry brother Crocodile just now?” said Mouse-deer to Cow.",sentence
mortensen2021,"“Inau’ kuh ngun nan rier kuh men,” ki Sapi’ lek.","“I carried him on my neck,” said Cow.",sentence
mortensen2021,"“Bah, rua’ ngun ieca’ Buayeh siren tau emung em,” ki Tuk Pelanuk lek.*","“Go on, carry brother Crocodile for us all to see,” said Mouse-deer.",sentence
mortensen2021,“Mana’ mekun kuh ni Buayeh inih peh. Na keli’ muh tipan kinih ba ét kitep iBuayeh inih?” ki Sapi’ lek.,“I can’t carry Crocodile now. Don’t you know my thigh hurts so badly from being bitten by Crocodile?” said Cow.,sentence
mortensen2021,"“Bah, iko nemala ina, iko nenulong ni eca’ Buayeh. Tau sikel keli’ ku metu keh bala muh atau na,” ki Tuk Pelanuk. Ria’-ria’ meh lek dawa’ pung luk nepemung nan patar liang dai’ puneng Padian ineh.","“Come on, you said just now that you helped brother Crocodile. We want to know whether your words are actually true or not,” said Mousedeer. A commotion broke out among the animals gathered on the plain at the Brunei headwaters.",sentence
mortensen2021,"Peh ieh, neremasang peh lek iSapi’, inun neh peh lek iBuayeh kudeng un neh neneh ina dih em, tub nan bada dai’. Rimud-rimud biring, rimud kabing meh lek iBuayeh ineh.","And so, full of resentment, Cow carried Crocodile with his head as he had carried him before and put him on the sand there. Crocodile broke a crooked, lopsided smile.",sentence
mortensen2021,“Iapeh batang rayeh luk inau’ muh ngiding ret iketed iBuayeh dih?” ki Tuk Pelanuk ni Sapi’.,“Where is that large log that you lifted off Crocodile’s back?” said Mouse-deer to Cow.,sentence
mortensen2021,"“Oo, dai’ ineh,” ki Sapi’ nicul eceh batang rayeh.","“Oh, it’s right there,” said Cow, pointing to a large log.",sentence
mortensen2021,"“Edui-edui, Sapi’,” ki Tuk Pelanuk. “Na teh uih inih nepernah mala nelun mebalih ret mon-mon Sapi’ em, eleg muh mala, iko nengiding batang luk kirayeh neh ret ku keted","“Oh, dear me, Cow,” said Mouse-deer. “I have never, ever called anyone a liar before, Cow, don’t say that you lifted a log of that size from brother Crocodile’s back,” said Mouse-deer,",sentence
mortensen2021,"ieca’ Buayeh inih,” ki Pelanuk namid-namid keted iBuayeh. Siren peh lek kedih em, na meto-meto meh lek rimud kabing, rimud biring iBuayeh ineh.","kicking Crocodile’s back. Crocodile’s unceasing, crooked, lopsided smile widened.",sentence
mortensen2021,"“Naluk iko ineh, Sapi’. Mebalih iko ineh,” ki Tuk Pelanuk. Mereh tangi’ meh lek iSapi’ ineh ku erur neh nengun ni Buayeh dih.","“You are lying to us, Cow. You are a liar,” said Mouse-deer. Cow almost cried from his exhaustion from carrying Crocodile.",sentence
mortensen2021,"“Sapi’ dé’, metu peh iko nengiding batang ineh em, kidinga’ ieh em, idi iko ngerereng neneh nan keted ieca’ Buayeh em,” ki Tuk Pelanuk ngecuk ni Sapi’.","“Cow, if it’s true that you lifted that log, pick it up, and put it on brother Crocodile’s back,” Mouse-deer ordered Cow.",sentence
mortensen2021,Siren peh lek kiung iSapi’ kerideng-kerideng teh lek ineh.,Cow’s eyes were now tightly closed.,sentence
mortensen2021,"“Oo, Pelanuk, na kai setuju iko ngenau’ ni Sapi’ kudeng ineh,” kedawa’ Temecur, kedawa’ Kelio, kedawa’ Payo, kedawa’ Baka, kedawa’ Kerubau.","“Oh, Mouse-deer, we don’t agree with your doing that to Cow,” said the Rhinoceros, the Oxen, the Deer, the Wild Boar, and the Buffalo.",sentence
mortensen2021,"“Ineh men. Na’ ba ét tipan kinih kitep iBuayeh ineh,” ki Sapi’.","“That’s just it. And my thigh hurts so much from being bitten by Crocodile,” said Cow.",sentence
mortensen2021,"“Bah, na peh muyuh pung beken setuju, na peh iko setuju Sapi’, ilung neh iko mebalih, atau iko sikel ngigu’ ni eca’ Buayeh. Oo, na miek kudeng ineh. Jadi’, kudeng iko mebalih, miek ieca’ Buayeh kuman tipan muh. Beken mo’ selipa tipan muh, iemo’ pekop tipan muh idi kuman emung burur muh,” ki Tuk Pelanuk.","“Well, then, if all you animals don’t agree, and if you don’t agree, Cow, it means that you’re a liar, or you want to embarrass brother Crocodile. Oh, that cannot be allowed. So, if you’re lying, brother Crocodile can eat your thigh. Not only one side of your thigh, but both sides of your thigh, and eat your entire body,” said Mousedeer.",sentence
mortensen2021,"Enun, pirud-pirud meh lek dawa’ pung ineh. Ba tu neh rimud iBuayeh ku awang niat neh ninger bala iTuk Pelanuk.",The animals fell silent. Crocodile smiled gleefully at hearing Mouse-deer’s words.,sentence
mortensen2021,"“Kapeh ieh Sapi’, iko inih mala luk metu keh, atau naluk ngecekuh ara’ meré tipan muh selipa kenen ieca’ Buayeh?” keburi’ iTuk Pelanuk.","“How will it be, Cow? Are you telling the truth, or are you lying because you don’t want to let brother Crocodile eat your thigh?” said Mouse-deer.",sentence
mortensen2021,"Neremasang peh lek iSapi’ kedih em, nesugar, nebuter, netemueh peh ieh em, inun neh peh lek batang dih em, gieng-gieng meh lek patar liang puneng Padian ineh. Pipet neh peh lek batang rayeh dih nan keted iBuayeh peh em, enun teh, arod-arod lek iBuayeh ku ét keted neh. Lebput-lebput lek arod neh. Sen peh lek","Cow, full of resentment, shook his body, flexed his muscles, and stiffened himself, and when he carried that log, the river plain at the Brunei headwaters shook. He threw the large log onto Crocodile’s back, and Crocodile screamed in pain. His cries echoed. Crocodile’s pupils almost jumped and stiffened from the weight of",sentence
mortensen2021,"kedih em, lé-lé uput lek ilung mateh iBuayeh temueh nan barat batang dih. Nginiat peh lek ieh em, kemu’-kemu’ meh niat neh peh.","the log. As he breathed, his breaths were short and shallow.",sentence
mortensen2021,"“Edui na’, maté lé’! Edui na’ maté lé’!” ki Buayeh lek.","“Oh, I’m surely dead! Oh, I’m surely dead!” said Crocodile.",sentence
mortensen2021,"Siren peh tipan iSapi’ ineh em, enun, darurdarur lek dara’ remuat retnan urat luk kitep iBuayeh dih, ku ieh netemueh, nebutar nengiding batang rayeh dih.","As for Cow’s thigh, it was flowing with blood coming out from the wound where Crocodile bit him, because he had stiffened and flexed his muscles to lift that large log.",sentence
mortensen2021,"Sium meh lek iTuk Pelanuk ni Sapi’. “Bulé’ diko dih Sapi’,” keneh nengapel ni Sapi’. “Oo emung pung luk nepemung nan patar liang puneng Padian inih,* inih putut bisara’ iBuayeh didueh iSapi’ dih peh,” ki Tuk Pelanuk.** *Example (2b) in §5.1.","Mouse-deer kissed Cow. “Oh, you poor Cow,” he said, embracing Cow. “Oh, all animals who have gathered on this river plain at the Brunei headwaters, this is my judgment in the case of Crocodile and Cow,” said Mouse-deer.",sentence
mortensen2021,"“Iko, Sapi’, emé’ ngirup ebpa’. Iko, Busir Kiung, luku neh nai liang batang rayeh ineh pad sukol nai. Sikel peh nai rudap, rudap neh nai tebeco kedangan dih. Sikel peh nai nangi’, nangi’ neh nai. Iemo’ eleg nai ba rayeh tangi’ ko’, merugag kai kuma’ inih,” ki Tuk Pelanuk lek.*","“You, Cow, go drink water. You, Abscessed Face, lie there beneath that log as much as you want. If you want to sleep, then sleep all day and night. If you want to cry, then cry. But don’t cry so loudly, please; the rest of us will be annoyed.”",sentence
mortensen2021,"Pengeh peh lek iSapi’ nemala terima’ kasih ni Tuk Pelanuk peh kedih em, emé’ neh lek ieh ngirup ebpa’. Na teh ieh kio’-kio’ ku kitep iBuayeh dih.","After Cow thanked Mouse-deer, he went to drink water. He limped from having been bitten by Crocodile.",sentence
mortensen2021,"“Ninger muyuh wa’ pung,” ki Tuk Pelanuk teh. “Patad peh tau ret ienih, na tau dat adat. Na tau dat akal kudeng iBusir Kiung ineh. Pun dih peh em, nenguit negkuh pekeca’ ieh. Nenguit negkuh pedinganak. Iuk-iuk peh em, musam neh ieh. Sikel neh ieh kuman negkuh. Do’ luk kudeng inih? Inih peh em, tinulong iSapi’ ieh, tawan iSapi’, edui, sikel kuman selipa tipan iSapi’ neh ieh. Muned luk kudeng ineh keli’ muyuh?” ki Tuk Pelanuk lek.","“Hear ye, all animals,” said Mouse-deer. “Let us disperse from here; we are not so vile. We are not foolish like that Abscessed Face. First, he took me as a friend. He took me as a brother. But after a while, he got bored. He tried to eat me. Is this good? As for this, Cow helped him, poor Cow, and, oh, dear, he tried to eat a side of Cow’s thigh. Is that right, do you think?” said Mouse-deer.",sentence
mortensen2021,Papag-papag lek dawa’ pung ineh ticu’ deh ku mawang niat peh.,All the animals clapped their hands in happiness.,sentence
mortensen2021,"“Mepatad tau peh. Ret iedih peh sidih em, emé’ iedih neh ieh.* Saga’ ni Busir Kiung maté liang batang ineh,” keneh.","“Let us part ways now. Let each return whence he came. Leave Abscessed Face to die beneath that log,” he said.",sentence
mortensen2021,"Neruked peh lek sebulan, Nepupu peh lek seliakan,","A month passed by after that day— Another month, a third, gave way",sentence
mortensen2021,"Seliakan peh pinupu, Selak peh pikatu, ret pengeh bisara’ iBuayeh didueh iSapi’ dih naté neh iBusir Kiung liang batang dih. Do’ neh lek ulun dawa’ pung. Do’ neh lek tudo iBecuk bang puneng Padian ineh.","To a year, which soon was gone, And the years marched on and on from the conclusion of the trial of Crocodile and Cow, and Abscessed Face died beneath the log. So the animals lived in peace, and Monkey dwelt happily at the Brunei headwaters.",sentence
