book_code,book_name_lb,chapter,verse,lun_bawang
GEN,Pudut,2,8,Idi Tuhan Allah nenibu aceh kabun déi' Eden luk pa busat aco. Idi déi' Ieh nenganau' lemulun luk pinudutNeh.
GEN,Pudut,2,9,"Idi Ieh nengulun puar-puar kayuh luk do' siren mateh idi luk ngeruat bua' luk do'. Idi teh inan aceh kayuh luk titen lawa ulun déi' uned kabun ineh, idi lawa ileh kali' luk do' idi luk dat."
GEN,Pudut,2,10,"Idi ratnan Eden ineh inan aceh abpa' luk manud ngeba' kabun ineh, idi rat su ineh abpa' ineh bibpat apat."
GEN,Pudut,2,11,"Idi ngadan abpa' luk pun-pun ineh Pison, ieh ineh luk nengelibut tana' Hawila, su luk inan amas."
GEN,Pudut,2,12,Idi amas ratnan tana' ineh pelaba do'. Idi teh inan umau luk do' buen idi batu luk meraga.
GEN,Pudut,2,13,"Idi ngadan abpa' luk kedueh ineh Gihon, ieh ineh luk nengelibut tana' Kus."
GEN,Pudut,2,14,"Idi ngadan abpa' luk keteluh ineh Tigris, ieh ineh luk manud amé' pa busat aco bang bawang Asur. Idi ngadan abpa' luk keapat ineh Pirat."
GEN,Pudut,2,15,"Idi Tuhan Allah nengalap lemulun ineh idi nenganau' neneh bang Kabun Eden ineh, pad ieh miak ngasa' idi ngimet ineh."
GEN,Pudut,2,16,"Idi Ieh nengecuk neneh, kebalaNeh, ""Iko miak kuman bua' lawa luk bang kabun ini pad pianmu;"
GEN,Pudut,2,17,"iamo' lawa ileh kali' luk do' idi luk dat ineh, aleg iko kuman bua'neh, ngaceku kareb iko kuman bua' ratnan lawa sineh, iko maté.”"
GEN,Pudut,2,18,"Idi teh Tuhan Allah nepebala, ""Na do' lemulun ineh sebuleng mo'. Idi Ui pian nganau' kuanneh seburur rurumneh luk ngedengan neneh.”"
GEN,Pudut,2,19,"Idi Ieh nenganau' ratnan abuh tana' ineh amung-amung pung idi amung- amung suit. Idi Ieh nemaré amung-amungdeh kuan Lemulun pad kali' kudeng apeh ieh nganau' ngadandeh. Idi anun-anun luk inau'neh ku ngadan amung- amungdeh, kudeng ineh teh luk mangun ku ngadandeh."
GEN,Pudut,2,20,"Idi lemulun ineh nenganau' ngadan amung-amung pung luk melayo, suit, idi pung luk meliput. Iamo' na luk idi rurum luk petulu ngedengan lemulun ineh."
GEN,Pudut,2,21,"Idi Tuhan Allah nenganau' lemulun ineh pelaba rudap. Idi laba' ieh rudap Allah nengalap sebuleng tulang sigarangneh, idi Ieh nemapen su ineh ku uang teh."
GEN,Pudut,2,22,"Idi ratnan tulang luk ilapNeh ratnan lemulun ineh, Ieh nenganau' seburur decur, idi Ieh nenguit neneh matun lemulun ineh."
GEN,Pudut,2,23,"Idi lemulun ineh nepebala, ""Idi nekini tulang ini ratnan tulangku Idi uang ini ratnan uangku. Idi ieh miak tetanen decur, ngaceku ieh pangeh rinuat ratnan seburur deléi.”"
GEN,Pudut,2,24,"Ngaceku ineh lemulun na miak na necan taman-tinanneh idi pamung dengan awanneh, idi didueh ineh mangun ku sebuleng burur."
GEN,Pudut,2,25,Idi deléi idi decur ineh lubpa dengan na migu'.
GEN,Pudut,3,1,"Idi menipeh ineh meluun ileh ratnan amung-amung pung luk pangeh inau' Tuhan Allah luun tana'. Idi kebalaneh nan decur ineh, ""Matuké Allah nepebala, kudeng ini, 'Aleg medueh kuman bua' amung-amung lawa luk bang kabun ini'?”"
GEN,Pudut,3,2,"Idi kebala decur nan menipeh ineh, ""Miak kai kuman amung-amung bua' luk bang kabun ini."
GEN,Pudut,3,3,"Iamo' ratnan sebuleng lawa kayuh luk luun uned kabun ineh Tuhan nemebpeng nekai na kuman idi na ngakem bua'neh, pad kai na maté.”"
GEN,Pudut,3,4,"Idi kebala menipeh nan decur ineh, ""Bala ineh na matu. Kali' rungen medueh na maté."
GEN,Pudut,3,5,"Iamo' Tuhan Allah nepebala kudeng ineh, ngaceku Ieh kali' kareb medueh kuman ineh, mateh medueh mukab, idi medueh mangun mepad kudeng Allah pad kali' luk do' idi luk dat.”"
GEN,Pudut,3,6,"Idi decur ineh nenier lawa ineh do' siren matehneh, idi bua'neh pana' do' én sirenneh. Idi ieh nengerawé ineh mangun ku luk do' kuanneh lek, pad ieh mileh. Idi ieh nengalap bua' ineh, idi nekuman ineh. Idi ieh nenguit kuan awanneh, idi awanneh pana' nekuman teh."
GEN,Pudut,3,7,Idi petacu mateh didueh mukab idi didueh nekali' didueh lubpa. Idi didueh nerut don gita' mangun ku abpar didueh.
GEN,Pudut,3,8,"Idi didueh neninger gara Tuhan Allah nalan bang kabun kareb malem, idi deléi dengan decur ineh pana' nesigapung nan apet kabun ineh."
GEN,Pudut,3,9,"Idi Tuhan Allah nenawar deléi ineh, kebalaNeh, ""Iapehké iko?”"
GEN,Pudut,3,10,"Idi kebala deléi ineh, ""Ui neninger garaMu bang kabun, idi ui matot, ngaceku ui lubpa, ineh punneh ui sigapung.”"
GEN,Pudut,3,11,"Idi Allah nepebala, ""Idéké nemaré kali namu ratnan iko lubpa? Pangehké iko nekuman bua' luk bibpengKu na miak kenen?”"
GEN,Pudut,3,12,"Idi kebala deléi ineh, ""Decur luk pangeh biréMu negku ineh, ieh luk nemaré bua' ineh kinanku.”"
GEN,Pudut,3,13,"Idi kebala Tuhan Allah nan decur ineh, ""Anunké luk pangeh inau'mu ineh?"" Idi kebala decur ineh, ""Menipeh nenaluk negku idi ui nekuman ineh.”"
GEN,Pudut,3,14,"Idi kebala Tuhan Allah nan menipeh ineh, ""Ngaceku iko pangeh nenganau' luk kudeng ineh, iko sebuleng ngalap kediman. Idi dengan batekmu iko miak suloi, idi iko miak kuman abuh tana' seruked ulunmu."
GEN,Pudut,3,15,"Idi Ui nganau' aceh bunu' arangmu dengan decur ineh, idi arang inulmu dengan inulneh. Idi Ieh miak ngeradu' uluhmu, idi iko miak nicuk tumidNeh.”"
GEN,Pudut,3,16,"Idi kebala Tuhan nan decur ineh, ""Ui miak ngula' derehmu kareb iko mali', idi dengan derehmu iko miak nenganak, idi teh iko geregan ku awanmu, idi ieh pana' pa luunmu.”"
GEN,Pudut,3,17,"Idi kebala Allah nan deléi ineh, ""Ngaceku iko pangeh neninger bala awanmu, idi nekuman bua' ineh luk pangeh bibpengKu na miak kenen, idi tana' ini uen ngediman ngaceku iko. Idi dengan medereh iko nakap akan rat bang tana' ini seruked ulunmu."
GEN,Pudut,3,18,Idi tana' ineh miak ngulun tabpa' idi uduh luk baken kuanmu. Idi irin-irin luk bang pulung mangun ku akanmu.
GEN,Pudut,3,19,"Idi dengan panamu iko ngakem, idi teh iko miak ngalap akan, pad macing iko lemubed amé' ku tana' teh, ngaceku ratnan abuh tana' iko ilap, idi iko lemubed mangun ku abuh teh.”"
GEN,Pudut,3,20,"Idi Adam neneten awanneh ineh Hawa, ngaceku ieh luk tinan amung- amung lemulun."
GEN,Pudut,3,21,"Idi Tuhan Allah nenganau' kuan Adam idi awanneh ayung ratnan kubil pung, idi Ieh nengayung nedidueh."
GEN,Pudut,3,22,"Idi kebala Tuhan Allah, ""Nekini lemulun ini pangeh mangun mepad kudeng Tau, ngaceku ieh kali' do' idi dat. Idi na miak kuman bua' ratnan lawa kayuh ulun ineh idi na ieh mulun ruked-ruked.”"
GEN,Pudut,3,23,"Idi Tuhan Allah nengecuk neneh remuat rat bang Kabun Eden, pelé ieh luk pinudut ratnan tana miak ngasa' tana' teh."
GEN,Pudut,3,24,"Idi Ieh nenganau' tuda'-tuda' melaikat karub pa busat aco Kabun Eden ineh. Idi Ieh nenganau' sebuleng pelapet luk mebudung idi luk mediper, luk ku matar dalan amé' lawa kayuh ulun ineh."
GEN,Pudut,4,1,"Idi Adam nepamung dengan awanneh Hawa. Idi ieh mali' idi nenganak aceh anak deléi, ieh ineh Kain. Idi kebalaneh, ""Ui pangeh nengalap aceh anak deléi ngaceku Tuhan ngedengan negku.”"
GEN,Pudut,4,2,"Muci ratnan ineh teh ieh nenganak aceh anak deléi, ieh ineh Abil. Idi Abil ineh mangun ku lun matar dumba, idi Kain ineh mangun ku lun amé' lati'."
GEN,Pudut,4,3,"Idi mio-mio kareb udung lak, idi Kain nenguit bua'-bua' luk tinibuneh mangun ku baré kuan Tuhan."
GEN,Pudut,4,4,Idi Abil pana' nenguit anak-anak dumbaneh luk atun idi nengeret nedeh idi nemaré babpat luk do' kuan Tuhan. Idi Tuhan mawang niat ni Abil ku baréneh.
GEN,Pudut,4,5,Iamo' na Allah mawang niat ni Kain ku baréneh. Idi Kain pelaba useh idi netekedamut.
GEN,Pudut,4,6,"Idi kebala Tuhan ni Kain, ""Ngudeh iko museh idi tekedamut?"
GEN,Pudut,4,7,"Kudeng iko nganau' luk do', naké iko merimud? Idi kudeng iko na nganau' luk do', idi sala' ineh ngabang munung tanga' niatmu. Idi sala' ineh sikal ngimet namu, iamo' do' iko metueh rat neneh.”"
GEN,Pudut,4,8,"Idi kebala Kain ni Abil, kinanakneh ineh, ""Do' kiteh amé' bang pulung."" Idi kareb didueh nalan bang pulung ineh, petacu Kain nenecat ni Abil, idi ieh nengaté neneh."
GEN,Pudut,4,9,"Idi kebala Tuhan ni Kain, ""Iapehké Abil, kinanakmu ineh?"" Idi kebala Kain, ""Na kali'ku. Uiké luk matar kinanakku?”"
GEN,Pudut,4,10,"Idi kebala Tuhan, ""Ngudehké iko nenganau' kudeng ineh? Arod dara' kinanakmu pindengerKu ngitang ratnan tana', mepad kudeng tang luk sikal ngua'."
GEN,Pudut,4,11,Idi nekini iko ngalap kediman idi uen masut ratnan tana' luk netenganga' miak ngalap dara' kinanakmu ineh ratnan ticu'mu.
GEN,Pudut,4,12,"Kareb iko ngasa' tana' ini, kali' rungen ieh na ngeruat bua'; idi iko na ruma', iamo' lawé-lawé mo'.”"
GEN,Pudut,4,13,"Idi kebala Kain nan Tuhan, ""Ukumku ini pelaba berat kuanku."
GEN,Pudut,4,14,"Idi nekini Iko masut negku ratnan tana' ini idi rat pa kiungMu teh. Idi ui na ruma' iamo' lawé-lawé mo', idi kareb lemulun papu' negku, kali' rungen ui pitayendeh.”"
GEN,Pudut,4,15,"Idi kebala Tuhan ni Kain, ""Ngacheku ineh idé luk ngaté Kain ineh miak uen ngua' tudu' kua'."" Idi Tuhan nenganau' aceh etu luun Kain, pad ieh na miak pitayen idé-idé luk papu' neneh."
GEN,Pudut,4,16,"Idi Kain neburo rat pa kiung Tuhan, idi netudo déi' tana' luk titen Lawé- Lawé, pa busat aco Kabun Eden."
GEN,Pudut,4,17,"Idi Kain nepamung dengan awanneh. Idi awanneh ineh mali'. Idi ieh nenganak aceh anak luk titen Enok. Idi Kain nemudut aceh bawang, idi ieh nenganau' ngadan bawang ineh Enok, maya' ngadan anakneh."
GEN,Pudut,4,18,"Idi Enok ineh pana' nenginul Irad, Irad nenginul Mekuyal, Mekuyal nenginul Metusail, idi Metusail nenginul Lamék."
GEN,Pudut,4,19,"Idi Lamék nengalap dueh burur ku awanneh. Ngadan sebuleng Ada, idi sebuleng Sila."
GEN,Pudut,4,20,"Idi Ada ineh pana' nenginul Yabal, ieh ineh taman amung-amung lemulun luk tudo bang ruma' kibung idi luk ngasa' sapi'."
GEN,Pudut,4,21,"Idi ngadan kinanakneh luk isuut Yubal, ieh ineh taman amung-amung lemulun luk nateg giula' idi ngiup suling."
GEN,Pudut,4,22,"Idi Sila ineh pana' nenginul Tubal Kain, ieh ineh lun mileh nganau' amung- amung luk metadem ratnan tekaling idi belawan. Idi ngadan kinanak decur Tubal Kain ineh, Naama."
GEN,Pudut,4,23,"Idi kebala Lamék kuan dueh awanneh ineh, ""Ada idi Sila, ninger medueh ratnan balaku. Ui pangeh nengaté seburur anak adi', ngaceku ieh nemepag negku."
GEN,Pudut,4,24,"Kudeng Kain uen ngua' tudu' kua', idi Lamék uen ngua' tudu' ngepulu' kua' tudu'.”"
GEN,Pudut,4,25,"Idi Adam nepamung dengan awanneh teh, idi awanneh nenganak aceh anak deléi, idi anak ineh titenneh Set, kebalaneh, ""Allah pangeh nemaré kuanku aceh inul luk baken, ku libal Abil ngaceku ieh pangeh pinaté Kain ineh.”"
GEN,Pudut,4,26,Idi Set ineh pana' nenginul aceh anak deléi luk titenneh Enos. Idi rat kareb ineh lemulun ngimun sembayang idi nawar ngadan Tuhan.
GEN,Pudut,5,1,"Ini surat anak inul Adam. Kareb Tuhan Allah nenganau' lemulun, Ieh nemudut neneh maya' ayuNeh sebuleng."
GEN,Pudut,5,2,"Idi Ieh nenganau' nedidueh ku deléi idi decur, idi Ieh nengeperuan nedidueh, idi Ieh nenganau' ngadan didueh ""Lemulun.”"
GEN,Pudut,5,3,"Kareb ulun Adam 130 lak, idi ieh nenginul aceh anak deléi mepad kudeng ayunéh, idi ieh neneten ngadanneh Set."
GEN,Pudut,5,4,"Muci ratnan ineh Adam mulun 800 lak, idi ieh nenginul tuda'-tuda' anak teh."
GEN,Pudut,5,5,"Kareb Adam naté, ulunneh 930 lak."
GEN,Pudut,5,6,"Kareb ulun Set 105 lak, idi ieh nenginul Enos."
GEN,Pudut,5,7,"Idi muci ratnan ineh, idi Set mulun 807 lak, idi ieh nenginul tuda'-tuda' anak teh."
GEN,Pudut,5,8,Kareb Set naté ulunneh 912 lak.
GEN,Pudut,5,9,"Kareb ulun Enos 90 lak, idi ieh nenginul Kainan."
GEN,Pudut,5,10,"Muci ratnan ineh, ieh mulun 815 lak, idi ieh nenginul tuda'-tuda' anak teh."
GEN,Pudut,5,11,"Kareb Enos naté, ulunneh 905 lak."
GEN,Pudut,5,12,"Kareb ulun Kainan 70 lak, idi ieh nenginul Malalel."
GEN,Pudut,5,13,"Muci ratnan ineh, Kainan mulun 840 lak, idi ieh nenginul tuda'-tuda' anak teh."
GEN,Pudut,5,14,"Kareb Kainan naté, ulunneh 910 lak."
GEN,Pudut,5,15,"Kareb ulun Malalel 65 lak, idi ieh nenginul Yarid."
GEN,Pudut,5,16,"Muci ratnan ineh Malalel mulun 830 lak, idi ieh nenginul tuda'-tuda' anak teh."
GEN,Pudut,5,17,"Kareb Malalel naté, ulunneh 895 lak."
GEN,Pudut,5,18,"Kareb ulun Yarid 162 lak, idi ieh nenginul Enok."
GEN,Pudut,5,19,"Muci ratnan ineh, Yarid mulun 800 lak, idi ieh nenginul tuda'-tuda' anak teh."
GEN,Pudut,5,20,Kareb Yarid naté ulunneh 962 lak.
GEN,Pudut,5,21,"Kareb ulun Enok 65 lak, idi ieh nenginul Metusala."
GEN,Pudut,5,22,"Muci ratnan ineh Enok perurum dengan Allah 300 lak, idi ieh nenginul tuda'-tuda' anak teh,"
GEN,Pudut,5,23,pad macing ulun Enok ineh 365 lak.
GEN,Pudut,5,24,"Idi Enok ineh perurum dengan Allah ruked ulunneh, idi ieh na idi peh, ngaceku Allah nengalap neneh."
GEN,Pudut,5,25,"Kareb ulun Metusala ineh 187 lak, idi ieh nenginul Lamék."
GEN,Pudut,5,26,"Muci ratnan ineh, Metusala mulun 782 lak, idi ieh nenginul tuda'-tuda' anak teh."
GEN,Pudut,5,27,Kareb Metusala naté ulunneh 969 lak.
GEN,Pudut,5,28,"Kareb ulun Lamék 182 lak, idi ieh nenginul aceh anak deléi."
GEN,Pudut,5,29,"Idi ieh neneten ngadanneh Noh, kebalaneh, ""Anak ini luk miak ngubuk netau bang erur tau idi bang ét ticu' tau ngaceku ratnan tana' ini luk pangeh kidiman Tuhan.”"
GEN,Pudut,5,30,"Idi muci ratnan ineh, Lamék mulun 595 lak, idi ieh nenginul tuda'-tuda' anak teh."
GEN,Pudut,5,31,Kareb Lamék naté ulunneh 777 lak.
GEN,Pudut,5,32,"Kareb ulun Noh 500 lak, idi ieh nenginul Sem, Ham, idi Yapet."
GEN,Pudut,6,1,"Idi kareb lemulun ineh iuk-iuk mula' luun tana', idi pangeh ideh nenginul tuda'-tuda' anak decur,"
GEN,Pudut,6,2,"idi anak-anak deléi luk ratnan Allah nenier anak-anak decur luk ratnan lemulun pelaba do' taga, idi ideh nengalap nedeh ku awandeh padpad piandeh."
GEN,Pudut,6,3,"Idi Tuhan nepebala, ""RohKu na miak mudeng bang niat lemulun macing ruked-ruked, ngaceku ieh ratnan ulun tana' ini, iamo' ieh miak mulun 120 lak mo'.”"
GEN,Pudut,6,4,"Idi bang kareb ineh inan mula' lemulun luk medita' idi rayeh bang tana' ini, idi muci ratnan ineh peh, pangeh anak-anak deléi luk ratnan Allah nepamung dengan decur-decur luk ratnan lemulun, idi ideh nenginul tuda'-tuda' anak. Idi anakdeh ineh mesangit idi luk mebala bang kareb luk mon."
GEN,Pudut,6,5,"Kareb Tuhan nenier sala' lemulun luk bang tana' ini pelaba ula', pad ieh ngerawé idi geregan ku luk dat mo' kidi-kidi,"
GEN,Pudut,6,6,"idi Tuhan nenginuud ngaceku lemulun luk pangeh inau'Neh bang tana', idi Ieh mesusa' niat."
GEN,Pudut,6,7,"Idi Tuhan nepebala, ""Ui pian ngaté lemulun luk pangeh inau'Ku luun tana'. Idi Ui pian ngaté amung-amung pung idi suit teh. Ui nginuud ngaceku Ui pangeh nemudut nedeh.”"
GEN,Pudut,6,8,Iamo' Tuhan méi' kuan Noh.
GEN,Pudut,6,9,"-10Ini bala ratnan Noh. Ieh inan teluh anak, Sem, Ham, idi Yapet. Noh ineh selemulun luk matu idi mesiri niat arang lemulun bang kareb ineh. Idi ieh perurum dengan Allah."
GEN,Pudut,6,11,Amung lun baken pelaba dat siren Allah idi aput tana' mula' ria'.
GEN,Pudut,6,12,"Idi Allah nenier luun tana', matu-matu ieh pelaba dat, ngaeku amung- amung lemulun luk luun tana' nepanu' ku dat."
GEN,Pudut,6,13,"Idi kebala Allah ni Noh, ""Ui pian ngaté amung-amung lemulun, ngaceku tana' ini pangeh pinu'deh ku sala'deh."
GEN,Pudut,6,14,"Do' iko mudut aceh alud rayeh ratnan kayuh luk do'; idi do' iko nganau' neneh mula' takep, idi ngamut pa luun idi pa lubangneh."
GEN,Pudut,6,15,"Do' kadangneh 75 depeh, pipangneh 12 depeh setangal, idi dita' neh 7 depeh setangal."
GEN,Pudut,6,16,"Idi do' iko nganau' aponeh, idi necan semikuh arang apo dengan alad ku gisuman. Idi do' nganau' sebuleng tanga' mo'. Idi do' nganau' alud dengan teluh parung."
GEN,Pudut,6,17,"Idi Ui ngacing ereb pa luun tana', pad ngaté amung-amung pudut luk inan niat. Idi amung-amung luk luun tana' miak maté."
GEN,Pudut,6,18,"Iamo' Ui ngacing pejani'Ku namu. Do' iko semuet bang alud rayeh ineh, dengan awanmu idi anak-anakmu dengan awandeh."
GEN,Pudut,6,19,"-20Do' iko nguit semuet bang alud ineh puar-puar pung idi suit, tineh idi deléi, pad iko ngasa' nedeh."
GEN,Pudut,6,21,"Idi do' iko nguit ratnan anun-anun akan luk miak kenen muyuh, idi pung idi suit pana'.”"
GEN,Pudut,6,22,Idi Noh nenganau' amung-amung luk icuk Allah neneh.
GEN,Pudut,7,1,"Idi kebala Tuhan Allah ni Noh, ""Semuet iko dengan amung uang tetek ruma'mu bang alud rayeh ineh, ngaceku iko mo' luk matu pa kiungKu arang amung-amung lemulun luk luun tana' ini."
GEN,Pudut,7,2,"Do' iko nguit tudu' etung pung luk meligan. Iamo' ratnan pung luk na meligan, do' nguit sebuleng deléi idi sebuleng tineh mo'."
GEN,Pudut,7,3,"Idi do' iko nguit ratnan puar-puar suit, tudu' etung, ieh ineh deléi idi tineh, pad ngasa' inuldeh aput tana'."
GEN,Pudut,7,4,"Ngaceku tudu' aco teh idi Ui ngacing udan pa luun tana', apat ngepulu' aco idi apat ngepulu' dacem kinioneh, pad ngaté amung-amung pudut luk inan niat, luk pangeh inau'Ku.”"
GEN,Pudut,7,5,Idi Noh nenganau' amung-amung luk icuk Tuhan neneh.
GEN,Pudut,7,6,Idi ulun Noh kareb ereb ineh 600 lak.
GEN,Pudut,7,7,"Idi Noh dengan awanneh, idi anak-anakneh dengan awandeh nesemuet bang alud rayeh pad mepuit ratnan ereb ineh."
GEN,Pudut,7,8,"Idi puar-puar pung idi suit luk meligan idi luk na meligan,"
GEN,Pudut,7,9,"nesemuet bang alud ineh dengan Noh, ieh ineh deléi idi tineh, maya' kudeng luk icuk Allah ni Noh."
GEN,Pudut,7,10,Idi pangeh tudu' aco inan ereb.
GEN,Pudut,7,11,"Kareb ulun Noh 600 Lak, ieh ineh pulu' tudu' aco bulan dueh amung-amung bued abpa' rayeh ineh pana' uput, idi inan teh udah luk pelaba ula'."
GEN,Pudut,7,12,Idi udan netemurun pa luun tana' apat ngepulu' aco idi apat ngepulu' dacem kinioneh.
GEN,Pudut,7,13,"Idi bang aco sineh teh Noh dengan awanneh idi teluh anakneh, Sem, Ham, idi Yapet, dengan awandeh ineh nesemuet bang alud ineh."
GEN,Pudut,7,14,"Idi ideh dengan puar-puar pung luk meliput idi luk melayo, luk rayeh idi luk isuut pana', dengan puar-puar suit,"
GEN,Pudut,7,15,"idi puar-puar pudut luk nginiat, nacing tedueh-tedueh matun Noh bang alud ineh."
GEN,Pudut,7,16,"Idi ideh luk nesemuet ineh, ieh ineh deléi idi tineh ratnan amung-amung pudut, idi ideh nesemuet maya' kudeng luk icuk Allah ni Noh. Idi Tuhan nengitek tanga' alud ineh."
GEN,Pudut,7,17,"Idi ereb ineh inan pa luun tana' apat ngepulu' aco kinioneh, idi abpa' ineh iuk-iuk temubu' idi nengelapung alud ineh, pad ieh netegenang."
GEN,Pudut,7,18,"Idi abpa' ineh iuk-iuk rayeh idi temubu', pad alud ineh lupung."
